leaf_path	block_idx	runnability	label	sc_code	level	block_line	leaf_line	expected_violation	message
06_Redirection-and-Pipelines/11_Order-of-evaluation.md	1	RUNNABLE	MIXED	SC2069	warning	16	44	0	To redirect stdout+stderr, 2>&1 must be last (or use '{ cmd > file; } 2>&1' to clarify).
06_Redirection-and-Pipelines/12_exec-for-fd-manipulation.md	1	RUNNABLE	NEUTRAL	SC1128	error	2	31	0	The shebang must be on the first line. Delete blanks and move comments.
06_Redirection-and-Pipelines/12_exec-for-fd-manipulation.md	2	NEEDS_INPUT	NEUTRAL	SC1128	error	2	64	0	The shebang must be on the first line. Delete blanks and move comments.
06_Redirection-and-Pipelines/12_exec-for-fd-manipulation.md	3	ANTIPATTERN	WRONG	SC1128	error	2	98	1	The shebang must be on the first line. Delete blanks and move comments.
06_Redirection-and-Pipelines/13_Pipelines.md	1	RUNNABLE	NEUTRAL	SC1128	error	2	44	0	The shebang must be on the first line. Delete blanks and move comments.
06_Redirection-and-Pipelines/14_Stderr-pipelines.md	1	RUNNABLE	NEUTRAL	SC1128	error	2	13	0	The shebang must be on the first line. Delete blanks and move comments.
06_Redirection-and-Pipelines/15_pipefail-semantics.md	1	NEEDS_INPUT	NEUTRAL	SC1128	error	2	37	0	The shebang must be on the first line. Delete blanks and move comments.
06_Redirection-and-Pipelines/15_pipefail-semantics.md	2	RUNNABLE	NEUTRAL	SC1128	error	2	86	0	The shebang must be on the first line. Delete blanks and move comments.
06_Redirection-and-Pipelines/16_lastpipe-semantics.md	1	ANTIPATTERN	WRONG	SC1128	error	2	20	1	The shebang must be on the first line. Delete blanks and move comments.
06_Redirection-and-Pipelines/16_lastpipe-semantics.md	3	NEEDS_INPUT	NEUTRAL	SC1128	error	2	55	0	The shebang must be on the first line. Delete blanks and move comments.
07_Control-Flow-and-Compound-Commands/02_ifelifelsefi.md	2	RUNNABLE	NEUTRAL	SC2154	warning	2	31	0	config is referenced but not assigned.
07_Control-Flow-and-Compound-Commands/02_ifelifelsefi.md	2	RUNNABLE	NEUTRAL	SC1090	warning	3	32	0	ShellCheck can't follow non-constant source. Use a directive to specify location.
07_Control-Flow-and-Compound-Commands/02_ifelifelsefi.md	2	RUNNABLE	NEUTRAL	SC2154	warning	4	33	0	fallback is referenced but not assigned.
07_Control-Flow-and-Compound-Commands/02_ifelifelsefi.md	2	RUNNABLE	NEUTRAL	SC1090	warning	5	34	0	ShellCheck can't follow non-constant source. Use a directive to specify location.
07_Control-Flow-and-Compound-Commands/02_ifelifelsefi.md	3	RUNNABLE	NEUTRAL	SC2154	warning	2	42	0	file is referenced but not assigned (for output from commands, use "$(file ...)" ).
07_Control-Flow-and-Compound-Commands/02_ifelifelsefi.md	5	RUNNABLE	NEUTRAL	SC2120	warning	0	82	0	_audit_main references arguments, but none are ever passed.
07_Control-Flow-and-Compound-Commands/02_ifelifelsefi.md	5	RUNNABLE	NEUTRAL	SC2154	warning	3	85	0	dir is referenced but not assigned.
07_Control-Flow-and-Compound-Commands/03_caseesac.md	2	RUNNABLE	NEUTRAL	SC2154	warning	2	32	0	x is referenced but not assigned.
07_Control-Flow-and-Compound-Commands/03_caseesac.md	2	RUNNABLE	NEUTRAL	SC2154	warning	3	33	0	y is referenced but not assigned.
07_Control-Flow-and-Compound-Commands/03_caseesac.md	2	RUNNABLE	NEUTRAL	SC2254	warning	3	33	0	Quote expansions in case patterns to match literally rather than as a glob.
07_Control-Flow-and-Compound-Commands/03_caseesac.md	3	RUNNABLE	NEUTRAL	SC2154	warning	2	60	0	x is referenced but not assigned.
07_Control-Flow-and-Compound-Commands/03_caseesac.md	4	RUNNABLE	NEUTRAL	SC2154	warning	2	72	0	file is referenced but not assigned (for output from commands, use "$(file ...)" ).
07_Control-Flow-and-Compound-Commands/03_caseesac.md	5	RUNNABLE	NEUTRAL	SC2154	warning	4	95	0	arg is referenced but not assigned.
07_Control-Flow-and-Compound-Commands/03_caseesac.md	6	RUNNABLE	MIXED	SC2154	warning	2	128	0	mode is referenced but not assigned.
07_Control-Flow-and-Compound-Commands/04_for-x-in-list.md	3	RUNNABLE	NEUTRAL	SC2034	warning	5	54	0	value appears unused. Verify use (or export if used externally).
07_Control-Flow-and-Compound-Commands/04_for-x-in-list.md	3	RUNNABLE	NEUTRAL	SC2034	warning	6	55	0	i appears unused. Verify use (or export if used externally).
07_Control-Flow-and-Compound-Commands/04_for-x-in-list.md	3	RUNNABLE	NEUTRAL	SC2034	warning	7	56	0	k appears unused. Verify use (or export if used externally).
07_Control-Flow-and-Compound-Commands/04_for-x-in-list.md	3	RUNNABLE	NEUTRAL	SC2034	warning	8	57	0	v appears unused. Verify use (or export if used externally).
07_Control-Flow-and-Compound-Commands/04_for-x-in-list.md	5	RUNNABLE	NEUTRAL	SC2154	warning	3	94	0	files is referenced but not assigned.
07_Control-Flow-and-Compound-Commands/05_C-style-for.md	2	RUNNABLE	NEUTRAL	SC1128	error	2	25	0	The shebang must be on the first line. Delete blanks and move comments.
07_Control-Flow-and-Compound-Commands/06_whileuntil.md	3	NEEDS_INPUT	NEUTRAL	SC2154	warning	4	43	0	input_file is referenced but not assigned.
07_Control-Flow-and-Compound-Commands/06_whileuntil.md	4	ANTIPATTERN	WRONG	SC2034	warning	3	69	1	line appears unused. Verify use (or export if used externally).
07_Control-Flow-and-Compound-Commands/06_whileuntil.md	5	NEEDS_INPUT	RIGHT	SC2034	warning	3	81	0	line appears unused. Verify use (or export if used externally).
07_Control-Flow-and-Compound-Commands/06_whileuntil.md	6	NEEDS_INPUT	NEUTRAL	SC2034	warning	6	93	0	line appears unused. Verify use (or export if used externally).
07_Control-Flow-and-Compound-Commands/06_whileuntil.md	7	NETWORK	NEUTRAL	SC2154	warning	3	113	0	url is referenced but not assigned.
07_Control-Flow-and-Compound-Commands/07_select.md	2	INTERACTIVE	NEUTRAL	SC1128	error	2	33	0	The shebang must be on the first line. Delete blanks and move comments.
07_Control-Flow-and-Compound-Commands/07_select.md	2	INTERACTIVE	NEUTRAL	SC2154	warning	10	41	0	svc is referenced but not assigned.
07_Control-Flow-and-Compound-Commands/08_Subshell-grouping.md	2	RUNNABLE	MIXED	SC1128	error	2	53	0	The shebang must be on the first line. Delete blanks and move comments.
07_Control-Flow-and-Compound-Commands/08_Subshell-grouping.md	2	RUNNABLE	MIXED	SC2154	warning	6	57	0	build_dir is referenced but not assigned.
07_Control-Flow-and-Compound-Commands/08_Subshell-grouping.md	3	RUNNABLE	NEUTRAL	SC1128	error	2	77	0	The shebang must be on the first line. Delete blanks and move comments.
07_Control-Flow-and-Compound-Commands/09_Brace-grouping.md	2	RUNNABLE	MIXED	SC1073	error	2	30	0	Couldn't parse this brace group. Fix to allow more checks.
07_Control-Flow-and-Compound-Commands/09_Brace-grouping.md	2	RUNNABLE	MIXED	SC1054	error	2	30	0	You need a space after the '{'.
07_Control-Flow-and-Compound-Commands/09_Brace-grouping.md	2	RUNNABLE	MIXED	SC1083	warning	2	30	0	This } is literal. Check expression (missing ;/\\n?) or quote it.
07_Control-Flow-and-Compound-Commands/09_Brace-grouping.md	2	RUNNABLE	MIXED	SC1083	warning	3	31	0	This } is literal. Check expression (missing ;/\\n?) or quote it.
07_Control-Flow-and-Compound-Commands/09_Brace-grouping.md	2	RUNNABLE	MIXED	SC1056	error	15	43	0	Expected a '}'. If you have one, try a ; or \\n in front of it.
