leaf_path	block_idx	fence_lang	line_start	line_end	n_lines	label_class	runnability	has_output_annot	sha1
03_Lexical-Structure-and-Shell-Grammar/01_Tokenisation.md	2	bash	62	68	5	NEUTRAL	RUNNABLE	1	8bbb95f386ebea6dd58c874a7c4aec4e229b29ff
03_Lexical-Structure-and-Shell-Grammar/02_Reserved-words.md	1	NONE	8	11	2	NEUTRAL	FRAGMENT	0	f5b5f4a1bb396ca7ecdb941236de84587b2c3fed
03_Lexical-Structure-and-Shell-Grammar/02_Reserved-words.md	2	bash	21	27	5	NEUTRAL	RUNNABLE	1	8bc230ced839e2ed773ec0ed74389052c5e86a6e
03_Lexical-Structure-and-Shell-Grammar/02_Reserved-words.md	3	bash	29	35	5	NEUTRAL	RUNNABLE	1	99a11bd99d2419001c0f527ad1625a2c778b7eec
03_Lexical-Structure-and-Shell-Grammar/03_Comments.md	1	bash	22	29	6	NEUTRAL	RUNNABLE	1	348bca0749313c319629d24f053cfe04acaa1686
03_Lexical-Structure-and-Shell-Grammar/03_Comments.md	2	bash	35	41	5	MIXED	RUNNABLE	0	e2c50bb8925069ef6e317584fa189b556cf1ab66
03_Lexical-Structure-and-Shell-Grammar/04_Quoting-overview.md	1	bash	29	35	5	NEUTRAL	RUNNABLE	0	4eb1dcca64348968b1f7deb73bd154f0c2357b6a
03_Lexical-Structure-and-Shell-Grammar/04_Quoting-overview.md	2	bash	52	57	4	RIGHT	RUNNABLE	1	a11c2eabe3154ee574bf9f795fb7601d0822eb8c
03_Lexical-Structure-and-Shell-Grammar/04_Quoting-overview.md	3	bash	75	87	11	MIXED	RUNNABLE	0	00417aba5ca0b6586f05dd5d3dc9658f13a80f0b
03_Lexical-Structure-and-Shell-Grammar/04_Quoting-overview.md	4	bash	99	106	6	NEUTRAL	RUNNABLE	1	3a157f4967aeab9cd1ed70112f68fc8965af16f5
03_Lexical-Structure-and-Shell-Grammar/05_Single-quotes.md	1	bash	18	30	11	NEUTRAL	RUNNABLE	1	762753b8ef7227f1db0c8bf00682149da2356641
03_Lexical-Structure-and-Shell-Grammar/05_Single-quotes.md	2	bash	34	41	6	MIXED	RUNNABLE	0	0f2866793952a02ba2022d9d0783ceb868b1fe66
03_Lexical-Structure-and-Shell-Grammar/06_Double-quotes.md	1	bash	43	63	19	NEUTRAL	RUNNABLE	1	3341e4b7280cabe3bccad62c0597fb11f7b63549
03_Lexical-Structure-and-Shell-Grammar/06_Double-quotes.md	2	bash	71	78	6	NEUTRAL	RUNNABLE	1	995ac3ab333387dbdfea510cc85b4b8b39b25b13
03_Lexical-Structure-and-Shell-Grammar/06_Double-quotes.md	3	bash	90	95	4	NEUTRAL	RUNNABLE	1	bea7957ae9aeee680ac53714ab5b3de4e498f33c
03_Lexical-Structure-and-Shell-Grammar/06_Double-quotes.md	4	bash	105	112	6	NEUTRAL	RUNNABLE	0	3c4c96bddfaa483ec546a2812a13f00bedd9a01a
03_Lexical-Structure-and-Shell-Grammar/07_ANSI-C-quoting.md	1	bash	28	34	5	NEUTRAL	RUNNABLE	1	8d30350f1355c6e6f0bc6b4673d38b30b374e665
03_Lexical-Structure-and-Shell-Grammar/07_ANSI-C-quoting.md	2	bash	38	40	1	NEUTRAL	RUNNABLE	0	8aaca070f7d62e45317c30500f8e78d80af74866
03_Lexical-Structure-and-Shell-Grammar/07_ANSI-C-quoting.md	3	bash	44	51	6	NEUTRAL	RUNNABLE	1	631c05fcdca5b1599a730d95b4c76bb9cf2acb9c
03_Lexical-Structure-and-Shell-Grammar/09_Backslash-escapes.md	1	bash	17	36	18	NEUTRAL	RUNNABLE	1	d6ddda2e5b19af9292e5760d9a297be52ef739c2
03_Lexical-Structure-and-Shell-Grammar/09_Backslash-escapes.md	2	bash	42	46	3	NEUTRAL	RUNNABLE	1	665d8a9686663187d1b90fccf810b3843bd1e0dc
03_Lexical-Structure-and-Shell-Grammar/10_Shell-grammar.md	1	bnf	13	22	8	NEUTRAL	FRAGMENT	0	ed72a978dbbfef5ebd6758e18da2b4b6e4de71a2
03_Lexical-Structure-and-Shell-Grammar/10_Shell-grammar.md	2	bash	50	52	1	NEUTRAL	RUNNABLE	0	f29733756f02499e71c86bbba3c8ed5259d17664
03_Lexical-Structure-and-Shell-Grammar/10_Shell-grammar.md	3	text	54	64	9	NEUTRAL	FRAGMENT	0	0bcab59f89df77692a111539bb6ad0aed97c4456
03_Lexical-Structure-and-Shell-Grammar/10_Shell-grammar.md	4	bash	74	79	4	NEUTRAL	RUNNABLE	0	b03375b42291a0269fa495f33c6ede66e86a0447
03_Lexical-Structure-and-Shell-Grammar/10_Shell-grammar.md	5	bash	94	98	3	NEUTRAL	NEEDS_INPUT	0	34aee111c871b6be62716dcc3c4f92e20c244e13
03_Lexical-Structure-and-Shell-Grammar/11_Operator-precedence.md	1	bash	26	29	2	NEUTRAL	RUNNABLE	0	0085d29c26df189a5f15edc821ae27eb31e359f2
03_Lexical-Structure-and-Shell-Grammar/11_Operator-precedence.md	2	bash	46	58	11	NEUTRAL	RUNNABLE	1	40135b09ca063d63a8ab0cbe25b9fdc99af2d3bf
03_Lexical-Structure-and-Shell-Grammar/11_Operator-precedence.md	3	bash	68	82	13	MIXED	RUNNABLE	0	2d90fea32480c897ad575b33fd8bddb49f28d344
03_Lexical-Structure-and-Shell-Grammar/11_Operator-precedence.md	4	bash	92	97	4	NEUTRAL	RUNNABLE	0	933066332f3ffb36d880825142f57b19bc5d1af5
04_Parameters-Variables-and-Arrays/01_Parameter-taxonomy.md	1	text	11	18	6	NEUTRAL	FRAGMENT	0	d5ba625e2a1a8e637b5b4b4f40a43f544fcdf77c
04_Parameters-Variables-and-Arrays/01_Parameter-taxonomy.md	2	bash	29	55	25	NEUTRAL	RUNNABLE	1	131130e3452b10bd0198750609def1c1cdbc5a32
04_Parameters-Variables-and-Arrays/02_Positional-parameters.md	1	bash	41	71	29	WRONG	ANTIPATTERN	1	c683b064adb8ea9d6efea3db745275c75e66a146
04_Parameters-Variables-and-Arrays/02_Positional-parameters.md	2	bash	85	95	9	NEUTRAL	RUNNABLE	1	073a8aad4e611a093b445e8e2b6d96711f01a1e1
04_Parameters-Variables-and-Arrays/02_Positional-parameters.md	3	bash	107	130	22	NEUTRAL	RUNNABLE	1	258683db69279ea6bc26f0e908a678a40d100daf
04_Parameters-Variables-and-Arrays/03_Special-parameters.md	1	bash	23	54	30	NEUTRAL	RUNNABLE	1	8b5a0f97fc690a7c1609a5c03f686c34419fd04f
04_Parameters-Variables-and-Arrays/04_Shell-variables.md	1	bash	40	56	15	NEUTRAL	RUNNABLE	1	fea7c6255c193908244054e29826792e1ef9373c
04_Parameters-Variables-and-Arrays/04_Shell-variables.md	2	bash	68	80	11	NEUTRAL	RUNNABLE	1	fdaba3caf47647f7bb4cced6a32c1d1464b72313
04_Parameters-Variables-and-Arrays/04_Shell-variables.md	3	bash	156	163	6	NEUTRAL	RUNNABLE	0	1d2746095b9ca317b93a982e26bca131f52a7b95
04_Parameters-Variables-and-Arrays/05_The-declare-builtin-and-attributes.md	1	bash	34	42	7	NEUTRAL	RUNNABLE	1	ce6a0fe5fe49a15ccc1bac1b4410ad7a1f6d752d
04_Parameters-Variables-and-Arrays/05_The-declare-builtin-and-attributes.md	2	bash	49	60	10	NEUTRAL	RUNNABLE	1	57c87e5608124c53042fa9cb1cb9d20d3b371bce
04_Parameters-Variables-and-Arrays/05_The-declare-builtin-and-attributes.md	3	bash	66	82	15	RIGHT	RUNNABLE	1	0f9de112a019410f8c9eba1795ed7f27c7dc2a8e
04_Parameters-Variables-and-Arrays/05_The-declare-builtin-and-attributes.md	4	bash	103	110	6	NEUTRAL	RUNNABLE	0	f5381940b26025e5d37546bec70fa91c20f4751f
04_Parameters-Variables-and-Arrays/05_The-declare-builtin-and-attributes.md	5	bash	142	155	12	NEUTRAL	RUNNABLE	1	bd68699c194ee3056a9fc1945cba58030ffe780c
04_Parameters-Variables-and-Arrays/05_The-declare-builtin-and-attributes.md	6	bash	168	183	14	NEUTRAL	RUNNABLE	1	479e43899fd81b5c1cc9ab61ec7befa45efc5810
04_Parameters-Variables-and-Arrays/06_local-and-dynamic-scope.md	1	bash	12	24	11	MIXED	RUNNABLE	1	e89aeea8ef0a808a8698603847c370a042c06862
04_Parameters-Variables-and-Arrays/06_local-and-dynamic-scope.md	2	bash	43	66	22	NEUTRAL	RUNNABLE	1	e5c2174a2514854a36a230067b749fed456468f3
04_Parameters-Variables-and-Arrays/06_local-and-dynamic-scope.md	3	bash	85	101	15	NEUTRAL	RUNNABLE	1	25dba9dee191bd644cbd9ba66e91096450c1253e
04_Parameters-Variables-and-Arrays/06_local-and-dynamic-scope.md	4	bash	116	125	8	NEUTRAL	RUNNABLE	0	30c69b0e1c33e56bc9a85f678015bafd417bce7b
04_Parameters-Variables-and-Arrays/07_readonly-and-immutability.md	1	bash	29	46	16	NEUTRAL	RUNNABLE	1	2b8ed0497deb2f1559539e7205619ae815b1cf87
04_Parameters-Variables-and-Arrays/07_readonly-and-immutability.md	2	bash	58	73	14	NEUTRAL	RUNNABLE	1	b83ac530500f98e674fd1124e89882344fa49a28
04_Parameters-Variables-and-Arrays/08_export-and-the-environment.md	1	bash	31	40	8	NEUTRAL	RUNNABLE	1	0b24d193ba2a3efcfe3f8aea4c5c4ea1778b7a25
04_Parameters-Variables-and-Arrays/08_export-and-the-environment.md	2	bash	48	57	8	NEUTRAL	RUNNABLE	1	aed86f172e2f936cdd99c5e18a2adfbb09928f0e
04_Parameters-Variables-and-Arrays/08_export-and-the-environment.md	3	bash	104	114	9	RIGHT	RUNNABLE	1	e156fa812cbd5dec820df684c706f40281c3b888
04_Parameters-Variables-and-Arrays/09_Indexed-arrays.md	1	bash	12	26	13	NEUTRAL	RUNNABLE	1	83332a177850c360bb11ed3afa2206f8cdf47083
04_Parameters-Variables-and-Arrays/09_Indexed-arrays.md	2	bash	56	77	20	NEUTRAL	RUNNABLE	1	660c6531ddddbc56bc7aff37d2da526b57bd5e3d
04_Parameters-Variables-and-Arrays/09_Indexed-arrays.md	3	bash	86	100	13	NEUTRAL	RUNNABLE	1	3e7710e0b9707bd94bbbceef745b052702a3db81
04_Parameters-Variables-and-Arrays/09_Indexed-arrays.md	4	bash	110	123	12	RIGHT	RUNNABLE	0	fa922beefd3cd54afd45ec581c9c62cc0cb714b3
04_Parameters-Variables-and-Arrays/09_Indexed-arrays.md	5	bash	142	160	17	NEUTRAL	RUNNABLE	1	e430732d721fcf736eba3d98ff481f56393adcb1
04_Parameters-Variables-and-Arrays/09_Indexed-arrays.md	6	bash	182	188	5	NEUTRAL	RUNNABLE	1	f5d8eadd687588414bcc1ed1f7f5bbfd4802f8f1
04_Parameters-Variables-and-Arrays/10_Associative-arrays.md	1	bash	11	18	6	NEUTRAL	RUNNABLE	0	9e24f68b60d386982af8c83ea062d283c517d5fa
04_Parameters-Variables-and-Arrays/10_Associative-arrays.md	2	bash	26	31	4	NEUTRAL	RUNNABLE	1	c723a3406bd7e28b5cdfaac64716f6b1e18d8334
04_Parameters-Variables-and-Arrays/10_Associative-arrays.md	3	bash	41	46	4	RIGHT	RUNNABLE	0	f75d4676f2733cf264581cfd5d17029d3fcb1012
04_Parameters-Variables-and-Arrays/10_Associative-arrays.md	4	bash	50	60	9	NEUTRAL	RUNNABLE	1	f65a0ab9a9bc661f2267e49aef37578fe9c2981e
04_Parameters-Variables-and-Arrays/10_Associative-arrays.md	5	bash	76	86	9	NEUTRAL	RUNNABLE	1	6ddfecc6cfa497740cb757a6c16b32ef4c127130
04_Parameters-Variables-and-Arrays/10_Associative-arrays.md	6	bash	98	117	18	NEUTRAL	RUNNABLE	1	73187e157d1d926bf65916da8a02e98d302cb412
04_Parameters-Variables-and-Arrays/10_Associative-arrays.md	7	bash	133	137	3	NEUTRAL	RUNNABLE	0	0e6a6256cbd433eb27d6102e8eeb2ea20bbe2f6a
04_Parameters-Variables-and-Arrays/11_Namerefs-n.md	1	bash	12	20	7	NEUTRAL	NEEDS_INPUT	1	5b4522bf8fc5a966fb8f2d0cb7de4596f9baf014
04_Parameters-Variables-and-Arrays/11_Namerefs-n.md	2	bash	38	54	15	NEUTRAL	RUNNABLE	1	abd51cf7428420445d7212a30399191a40f5432c
04_Parameters-Variables-and-Arrays/11_Namerefs-n.md	3	bash	62	75	12	NEUTRAL	RUNNABLE	1	5aeabbb62dc8c977c0a897eaa07d9fadde700716
04_Parameters-Variables-and-Arrays/11_Namerefs-n.md	4	bash	88	93	4	NEUTRAL	RUNNABLE	1	6920fa144071256717e400c78134ce80c1734b02
04_Parameters-Variables-and-Arrays/11_Namerefs-n.md	5	bash	102	118	15	MIXED	RUNNABLE	1	b398b6d4c20fa98ebde57cd3a9cdbb90b85371b6
04_Parameters-Variables-and-Arrays/12_Integer-arithmetic-semantics.md	1	bash	22	47	24	NEUTRAL	RUNNABLE	1	bb41e99489fdcade3b4a5fd825cf45fee4e04e46
04_Parameters-Variables-and-Arrays/12_Integer-arithmetic-semantics.md	2	bash	75	87	11	NEUTRAL	RUNNABLE	1	e1c53a99b2174b03f9217cff9239021ee69055d7
04_Parameters-Variables-and-Arrays/12_Integer-arithmetic-semantics.md	3	bash	109	114	4	RIGHT	RUNNABLE	1	253ff7156af28e9caf8c12f8d65ec823c9b421df
04_Parameters-Variables-and-Arrays/13_Variable-assignment-semantics.md	1	bash	25	39	13	NEUTRAL	RUNNABLE	1	9a36a087ced9cd64a870159285496c7fc11bf305
04_Parameters-Variables-and-Arrays/13_Variable-assignment-semantics.md	2	bash	60	87	26	NEUTRAL	RUNNABLE	1	2a3adb6857a10af7832112b2d562bcef1f97398d
04_Parameters-Variables-and-Arrays/13_Variable-assignment-semantics.md	3	bash	116	125	8	NEUTRAL	RUNNABLE	1	85b39b91176cca74c6633d5016e78621761ec457
04_Parameters-Variables-and-Arrays/13_Variable-assignment-semantics.md	4	bash	129	132	2	NEUTRAL	RUNNABLE	0	2c5cdfa08479c144e03239bf5ffd0f445cbd0f8f
04_Parameters-Variables-and-Arrays/13_Variable-assignment-semantics.md	5	bash	144	149	4	NEUTRAL	RUNNABLE	1	c3624bf75801d2ecadd615ddc989519fd4ceb606
04_Parameters-Variables-and-Arrays/13_Variable-assignment-semantics.md	6	bash	157	160	2	NEUTRAL	RUNNABLE	1	8cf13c50e15b96b3bb91b5734ff2d25b4c9d5f6c
04_Parameters-Variables-and-Arrays/14_Unsetting.md	1	bash	34	54	19	MIXED	RUNNABLE	1	fff627216bbf610c6557bf643930c8234d0bece7
04_Parameters-Variables-and-Arrays/14_Unsetting.md	2	bash	63	79	15	WRONG	ANTIPATTERN	1	ae236631e4d6199af0e8f7a432ee2ae4c52f8dcc
05_Expansions/01_Order-of-expansions.md	1	bash	36	46	9	NEUTRAL	RUNNABLE	0	8552e54bb728d06b940e0f36a859234925443c57
05_Expansions/02_Brace-expansion.md	1	bash	23	39	15	WRONG	ANTIPATTERN	1	6ead4a14bf1f316b0ea2300375f42dec1f8af936
05_Expansions/02_Brace-expansion.md	2	bash	51	69	17	NEUTRAL	RUNNABLE	0	058d4c197a90c83b21992c819c09e4ecd1f20c40
05_Expansions/03_Tilde-expansion.md	1	bash	24	51	26	NEUTRAL	RUNNABLE	1	b15b142a8e42d0a46e73f4c2e865a354589118fa
05_Expansions/03_Tilde-expansion.md	2	bash	62	71	8	NEUTRAL	RUNNABLE	1	9baace3e7486f1838e5fbe716220b015c2b922e6
05_Expansions/03_Tilde-expansion.md	3	bash	82	88	5	NEUTRAL	RUNNABLE	1	43f56d3ae67aea763b8c8d368de7611912269dcf
05_Expansions/04_Parameter-and-variable-expansion.md	1	bash	20	30	9	NEUTRAL	RUNNABLE	1	ab3e9427b03fd8116f6cb2fa52901a4145641e03
05_Expansions/04_Parameter-and-variable-expansion.md	2	bash	52	63	10	NEUTRAL	RUNNABLE	1	40394fe75424136e308565ec9183efbce3981166
05_Expansions/04_Parameter-and-variable-expansion.md	3	bash	72	80	7	NEUTRAL	RUNNABLE	1	b2f238e6640f629bcfb5125cafdc701469a89162
05_Expansions/04_Parameter-and-variable-expansion.md	4	bash	94	101	6	NEUTRAL	RUNNABLE	1	32319c05add8f052982301b7e5701860856319ca
05_Expansions/04_Parameter-and-variable-expansion.md	5	bash	109	120	10	NEUTRAL	RUNNABLE	1	96fcab4a72d885ddbd4a6a4b7ef1bc25e7ce3da6
05_Expansions/04_Parameter-and-variable-expansion.md	6	bash	127	136	8	NEUTRAL	RUNNABLE	1	9e6c6011fbadaec77bb02710cfb9bf054923a9f4
05_Expansions/04_Parameter-and-variable-expansion.md	7	bash	144	152	7	NEUTRAL	RUNNABLE	1	11c2225683f3cfe09d906a52028244caeddd02d5
05_Expansions/04_Parameter-and-variable-expansion.md	8	bash	157	162	4	NEUTRAL	RUNNABLE	0	2a502edb60baa3c9b128ecaebb1beabd132e2dbd
05_Expansions/04_Parameter-and-variable-expansion.md	9	bash	186	197	10	NEUTRAL	RUNNABLE	1	4224e731e5d33c9420235c7c0d1d882bf1f2200a
05_Expansions/04_Parameter-and-variable-expansion.md	10	bash	209	216	6	WRONG	ANTIPATTERN	1	a8f51905477d6ab08f498003c8a07ec28b1933a4
05_Expansions/05_Arithmetic-expansion.md	1	bash	25	37	11	NEUTRAL	RUNNABLE	1	07d9774a6b41a1678dad5aacf3af322b8047548d
05_Expansions/05_Arithmetic-expansion.md	2	bash	46	63	16	NEUTRAL	RUNNABLE	1	80fad43a7f84e387cb321e0f507b422bbad501d2
05_Expansions/05_Arithmetic-expansion.md	3	bash	88	93	4	NEUTRAL	RUNNABLE	1	20a283945edf4031d75db2451a3035bcd32a8710
05_Expansions/06_Command-substitution.md	1	bash	19	31	11	NEUTRAL	NEEDS_INPUT	1	81ce7d6afdd91e111b17b8ae622fd74d79f4ca8e
05_Expansions/06_Command-substitution.md	2	bash	45	53	7	NEUTRAL	NEEDS_INPUT	0	6800f541853656cc5934b7d80a00dba6da783d33
05_Expansions/06_Command-substitution.md	3	bash	65	76	10	NEUTRAL	RUNNABLE	1	dea932dc78771f219c352a6a120d8898755e1fc2
05_Expansions/06_Command-substitution.md	4	bash	85	97	11	NEUTRAL	RUNNABLE	0	575288bc35d4bf6a7a9c662fd6cb8129da8ab440
05_Expansions/06_Command-substitution.md	5	bash	108	119	10	NEUTRAL	RUNNABLE	1	7c232e75bcf4fc7df2c9eb687d444523f2311720
05_Expansions/07_Process-substitution.md	1	bash	19	29	9	NEUTRAL	DESTRUCTIVE	0	0b62e117ca8f96a7412ddd186fed53fd76b4b536
05_Expansions/07_Process-substitution.md	2	bash	41	50	8	NEUTRAL	NEEDS_INPUT	0	db53688f5e81465b5aad3afc72ecb55ee48c765f
05_Expansions/07_Process-substitution.md	3	bash	64	77	12	NEUTRAL	NEEDS_INPUT	1	abedb78cf7e8b4d3ae2ee7faf501e1fb279ff31e
05_Expansions/07_Process-substitution.md	4	bash	90	97	6	NEUTRAL	NEEDS_INPUT	1	efc05156aa6b74c7cbf1f58fbd0d99c565080b30
05_Expansions/08_Word-splitting-and-IFS.md	1	bash	36	43	6	NEUTRAL	RUNNABLE	1	a64532d39e68b85e0888c9c4083a27cd657b5a40
05_Expansions/08_Word-splitting-and-IFS.md	2	bash	57	66	8	NEUTRAL	RUNNABLE	0	9e01b382618ee5bab096f785fd9a57085065f71f
05_Expansions/08_Word-splitting-and-IFS.md	3	bash	76	106	29	WRONG	ANTIPATTERN	1	f2b5b811e64c7a070d3a76e7ce3b07fe9bf88d64
05_Expansions/08_Word-splitting-and-IFS.md	4	bash	118	126	7	NEUTRAL	RUNNABLE	1	8b157cb56a75dbc8c21d313da3b45f4883c4c623
05_Expansions/08_Word-splitting-and-IFS.md	5	bash	137	145	7	NEUTRAL	NEEDS_INPUT	0	be154dbaeda2c2d5689eb83ba5ebdca9d7692ba7
05_Expansions/08_Word-splitting-and-IFS.md	6	bash	158	164	5	NEUTRAL	RUNNABLE	0	12eef9ccf0165f22bff4758c5325b1d1acd83879
05_Expansions/09_Pathname-expansion-globbing.md	1	bash	60	73	12	NEUTRAL	RUNNABLE	1	c49fd9d8baf811a4cc66f30968abc064b576b43e
05_Expansions/09_Pathname-expansion-globbing.md	2	bash	85	96	10	NEUTRAL	RUNNABLE	1	c70a86062251eed1051537a19b55fd0c119de311
05_Expansions/09_Pathname-expansion-globbing.md	3	bash	109	113	3	NEUTRAL	RUNNABLE	0	50ff635c6af8627a555bdbc9ec990c2c0a1cc955
05_Expansions/09_Pathname-expansion-globbing.md	4	bash	125	135	9	NEUTRAL	RUNNABLE	0	0afb197eec57160924548d9fdb65927150e9683a
