leaf_path	block_idx	source	code	level_or_bucket	label	action	confidence	rationale
04_Parameters-Variables-and-Arrays/07_readonly-and-immutability.md	2	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
04_Parameters-Variables-and-Arrays/09_Indexed-arrays.md	1	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
04_Parameters-Variables-and-Arrays/09_Indexed-arrays.md	1	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
04_Parameters-Variables-and-Arrays/09_Indexed-arrays.md	1	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
04_Parameters-Variables-and-Arrays/09_Indexed-arrays.md	1	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
04_Parameters-Variables-and-Arrays/10_Associative-arrays.md	1	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
04_Parameters-Variables-and-Arrays/10_Associative-arrays.md	1	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
04_Parameters-Variables-and-Arrays/10_Associative-arrays.md	1	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
04_Parameters-Variables-and-Arrays/10_Associative-arrays.md	2	lint	SC2154	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	fragment references context var defined in prose
04_Parameters-Variables-and-Arrays/10_Associative-arrays.md	3	lint	SC2034	warning	RIGHT	ADD_SUPPRESSION	MEDIUM	declared to demonstrate, not consumed
04_Parameters-Variables-and-Arrays/10_Associative-arrays.md	7	lint	SC2154	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	fragment references context var defined in prose
04_Parameters-Variables-and-Arrays/10_Associative-arrays.md	7	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
04_Parameters-Variables-and-Arrays/11_Namerefs-n.md	3	lint	SC2125	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	brace-expansion shape is pedagogical here
04_Parameters-Variables-and-Arrays/11_Namerefs-n.md	3	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
04_Parameters-Variables-and-Arrays/11_Namerefs-n.md	4	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
04_Parameters-Variables-and-Arrays/11_Namerefs-n.md	5	lint	SC2034	warning	MIXED	ADD_SUPPRESSION	MEDIUM	declared to demonstrate, not consumed
04_Parameters-Variables-and-Arrays/13_Variable-assignment-semantics.md	2	lint	SC2206	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	word-splitting into array is the demo
04_Parameters-Variables-and-Arrays/13_Variable-assignment-semantics.md	2	lint	SC2206	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	word-splitting into array is the demo
04_Parameters-Variables-and-Arrays/13_Variable-assignment-semantics.md	4	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
04_Parameters-Variables-and-Arrays/13_Variable-assignment-semantics.md	4	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
04_Parameters-Variables-and-Arrays/13_Variable-assignment-semantics.md	5	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
04_Parameters-Variables-and-Arrays/13_Variable-assignment-semantics.md	6	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
04_Parameters-Variables-and-Arrays/14_Unsetting.md	1	lint	SC1128	error	MIXED	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
04_Parameters-Variables-and-Arrays/14_Unsetting.md	2	lint	SC1128	error	WRONG	EXPECTED_VIOLATION	HIGH	block labelled WRONG (anti-pattern demo)
05_Expansions/02_Brace-expansion.md	1	lint	SC1083	warning	WRONG	EXPECTED_VIOLATION	HIGH	block labelled WRONG (anti-pattern demo)
05_Expansions/02_Brace-expansion.md	1	lint	SC1083	warning	WRONG	EXPECTED_VIOLATION	HIGH	block labelled WRONG (anti-pattern demo)
05_Expansions/02_Brace-expansion.md	1	lint	SC1083	warning	WRONG	EXPECTED_VIOLATION	HIGH	block labelled WRONG (anti-pattern demo)
05_Expansions/02_Brace-expansion.md	1	lint	SC1083	warning	WRONG	EXPECTED_VIOLATION	HIGH	block labelled WRONG (anti-pattern demo)
05_Expansions/02_Brace-expansion.md	2	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
05_Expansions/02_Brace-expansion.md	2	lint	SC2154	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	fragment references context var defined in prose
05_Expansions/02_Brace-expansion.md	2	lint	SC2154	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	fragment references context var defined in prose
05_Expansions/03_Tilde-expansion.md	1	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
05_Expansions/03_Tilde-expansion.md	1	lint	SC2088	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	tilde-in-quotes is the pedagogical demo here
05_Expansions/03_Tilde-expansion.md	1	lint	SC2088	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	tilde-in-quotes is the pedagogical demo here
05_Expansions/03_Tilde-expansion.md	1	lint	SC2088	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	tilde-in-quotes is the pedagogical demo here
05_Expansions/04_Parameter-and-variable-expansion.md	7	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
05_Expansions/04_Parameter-and-variable-expansion.md	7	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
05_Expansions/04_Parameter-and-variable-expansion.md	7	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
05_Expansions/05_Arithmetic-expansion.md	2	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
05_Expansions/05_Arithmetic-expansion.md	2	lint	SC2154	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	fragment references context var defined in prose
05_Expansions/05_Arithmetic-expansion.md	2	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
05_Expansions/05_Arithmetic-expansion.md	3	lint	SC2080	error	NEUTRAL	ADD_SUPPRESSION	MEDIUM	leading-zero octal trap is pedagogical
05_Expansions/06_Command-substitution.md	1	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
05_Expansions/06_Command-substitution.md	1	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
05_Expansions/06_Command-substitution.md	4	lint	SC1010	warning	NEUTRAL	ADD_SUPPRESSION	LOW	parser confusion on `;` / `}` placement — corpus convention
05_Expansions/06_Command-substitution.md	4	lint	SC1010	warning	NEUTRAL	ADD_SUPPRESSION	LOW	parser confusion on `;` / `}` placement — corpus convention
05_Expansions/06_Command-substitution.md	5	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
05_Expansions/07_Process-substitution.md	3	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
05_Expansions/07_Process-substitution.md	4	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
05_Expansions/08_Word-splitting-and-IFS.md	5	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
05_Expansions/08_Word-splitting-and-IFS.md	5	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
05_Expansions/09_Pathname-expansion-globbing.md	3	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
05_Expansions/10_Quote-removal.md	1	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
05_Expansions/10_Quote-removal.md	2	lint	SC1128	error	WRONG	EXPECTED_VIOLATION	HIGH	block labelled WRONG (anti-pattern demo)
05_Expansions/11_Glob-options.md	1	lint	SC2034	warning	WRONG	EXPECTED_VIOLATION	HIGH	block labelled WRONG (anti-pattern demo)
05_Expansions/11_Glob-options.md	4	lint	SC2050	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	literal pattern compare is the demo (glob / case semantics)
05_Expansions/11_Glob-options.md	4	lint	SC2194	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	literal case pattern is pedagogical (no var on LHS by design)
05_Expansions/12_Extended-globs-extglob.md	3	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
05_Expansions/12_Extended-globs-extglob.md	3	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
05_Expansions/13_Locale-and-pattern-matching.md	1	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
05_Expansions/13_Locale-and-pattern-matching.md	3	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
06_Redirection-and-Pipelines/01_The-fd-table-from-Bashs-perspective.md	1	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
06_Redirection-and-Pipelines/01_The-fd-table-from-Bashs-perspective.md	2	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
06_Redirection-and-Pipelines/01_The-fd-table-from-Bashs-perspective.md	3	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
06_Redirection-and-Pipelines/02_Input-redirection.md	1	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
06_Redirection-and-Pipelines/02_Input-redirection.md	2	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
06_Redirection-and-Pipelines/03_Output-redirection.md	1	lint	SC1128	error	WRONG	EXPECTED_VIOLATION	HIGH	block labelled WRONG (anti-pattern demo)
06_Redirection-and-Pipelines/04_Stderr-redirection-and-merging.md	1	lint	SC1128	error	MIXED	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
06_Redirection-and-Pipelines/04_Stderr-redirection-and-merging.md	1	lint	SC2069	warning	MIXED	ADD_SUPPRESSION	LOW	regex/quoting form chosen for pedagogical clarity
06_Redirection-and-Pipelines/05_Reading-and-writing.md	1	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
06_Redirection-and-Pipelines/06_Duplicating-fds.md	1	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
06_Redirection-and-Pipelines/07_Moving-and-closing-fds.md	1	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
06_Redirection-and-Pipelines/07_Moving-and-closing-fds.md	2	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
06_Redirection-and-Pipelines/08_Here-documents.md	1	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
06_Redirection-and-Pipelines/08_Here-documents.md	2	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
06_Redirection-and-Pipelines/08_Here-documents.md	3	lint	SC2261	error	NEUTRAL	ADD_SUPPRESSION	LOW	fragment-context warning the corpus knowingly accepts
06_Redirection-and-Pipelines/08_Here-documents.md	3	lint	SC2259	error	NEUTRAL	ADD_SUPPRESSION	LOW	fragment-context warning the corpus knowingly accepts
06_Redirection-and-Pipelines/08_Here-documents.md	3	lint	SC2261	error	NEUTRAL	ADD_SUPPRESSION	LOW	fragment-context warning the corpus knowingly accepts
06_Redirection-and-Pipelines/09_Here-strings.md	1	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
06_Redirection-and-Pipelines/10_Process-substitution-as-redirection.md	1	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
06_Redirection-and-Pipelines/10_Process-substitution-as-redirection.md	2	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
06_Redirection-and-Pipelines/11_Order-of-evaluation.md	1	lint	SC1128	error	MIXED	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
06_Redirection-and-Pipelines/11_Order-of-evaluation.md	1	lint	SC2069	warning	MIXED	ADD_SUPPRESSION	LOW	regex/quoting form chosen for pedagogical clarity
06_Redirection-and-Pipelines/12_exec-for-fd-manipulation.md	1	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
06_Redirection-and-Pipelines/12_exec-for-fd-manipulation.md	2	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
06_Redirection-and-Pipelines/12_exec-for-fd-manipulation.md	3	lint	SC1128	error	WRONG	EXPECTED_VIOLATION	HIGH	block labelled WRONG (anti-pattern demo)
06_Redirection-and-Pipelines/13_Pipelines.md	1	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
06_Redirection-and-Pipelines/14_Stderr-pipelines.md	1	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
06_Redirection-and-Pipelines/15_pipefail-semantics.md	1	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
06_Redirection-and-Pipelines/15_pipefail-semantics.md	2	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
06_Redirection-and-Pipelines/16_lastpipe-semantics.md	1	lint	SC1128	error	WRONG	EXPECTED_VIOLATION	HIGH	block labelled WRONG (anti-pattern demo)
06_Redirection-and-Pipelines/16_lastpipe-semantics.md	3	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
07_Control-Flow-and-Compound-Commands/02_ifelifelsefi.md	2	lint	SC2154	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	fragment references context var defined in prose
07_Control-Flow-and-Compound-Commands/02_ifelifelsefi.md	2	lint	SC1090	warning	NEUTRAL	ADD_SUPPRESSION	HIGH	non-constant source — standard suppression idiom
07_Control-Flow-and-Compound-Commands/02_ifelifelsefi.md	2	lint	SC2154	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	fragment references context var defined in prose
07_Control-Flow-and-Compound-Commands/02_ifelifelsefi.md	2	lint	SC1090	warning	NEUTRAL	ADD_SUPPRESSION	HIGH	non-constant source — standard suppression idiom
07_Control-Flow-and-Compound-Commands/02_ifelifelsefi.md	3	lint	SC2154	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	fragment references context var defined in prose
07_Control-Flow-and-Compound-Commands/02_ifelifelsefi.md	5	lint	SC2120	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	BCS noarg-style helper uses $#/$@ without declared params
07_Control-Flow-and-Compound-Commands/02_ifelifelsefi.md	5	lint	SC2154	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	fragment references context var defined in prose
07_Control-Flow-and-Compound-Commands/03_caseesac.md	2	lint	SC2154	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	fragment references context var defined in prose
07_Control-Flow-and-Compound-Commands/03_caseesac.md	2	lint	SC2154	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	fragment references context var defined in prose
07_Control-Flow-and-Compound-Commands/03_caseesac.md	2	lint	SC2254	warning	NEUTRAL	ADD_SUPPRESSION	LOW	fragment-context warning the corpus knowingly accepts
07_Control-Flow-and-Compound-Commands/03_caseesac.md	3	lint	SC2154	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	fragment references context var defined in prose
07_Control-Flow-and-Compound-Commands/03_caseesac.md	4	lint	SC2154	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	fragment references context var defined in prose
07_Control-Flow-and-Compound-Commands/03_caseesac.md	5	lint	SC2154	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	fragment references context var defined in prose
07_Control-Flow-and-Compound-Commands/03_caseesac.md	6	lint	SC2154	warning	MIXED	ADD_SUPPRESSION	MEDIUM	fragment references context var defined in prose
07_Control-Flow-and-Compound-Commands/04_for-x-in-list.md	3	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
07_Control-Flow-and-Compound-Commands/04_for-x-in-list.md	3	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
07_Control-Flow-and-Compound-Commands/04_for-x-in-list.md	3	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
07_Control-Flow-and-Compound-Commands/04_for-x-in-list.md	3	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
07_Control-Flow-and-Compound-Commands/04_for-x-in-list.md	5	lint	SC2154	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	fragment references context var defined in prose
07_Control-Flow-and-Compound-Commands/05_C-style-for.md	2	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
07_Control-Flow-and-Compound-Commands/06_whileuntil.md	3	lint	SC2154	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	fragment references context var defined in prose
07_Control-Flow-and-Compound-Commands/06_whileuntil.md	4	lint	SC2034	warning	WRONG	EXPECTED_VIOLATION	HIGH	block labelled WRONG (anti-pattern demo)
07_Control-Flow-and-Compound-Commands/06_whileuntil.md	5	lint	SC2034	warning	RIGHT	ADD_SUPPRESSION	MEDIUM	declared to demonstrate, not consumed
07_Control-Flow-and-Compound-Commands/06_whileuntil.md	6	lint	SC2034	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	likely declared for demonstration
07_Control-Flow-and-Compound-Commands/06_whileuntil.md	7	lint	SC2154	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	fragment references context var defined in prose
07_Control-Flow-and-Compound-Commands/07_select.md	2	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
07_Control-Flow-and-Compound-Commands/07_select.md	2	lint	SC2154	warning	NEUTRAL	ADD_SUPPRESSION	MEDIUM	fragment references context var defined in prose
07_Control-Flow-and-Compound-Commands/08_Subshell-grouping.md	2	lint	SC1128	error	MIXED	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
07_Control-Flow-and-Compound-Commands/08_Subshell-grouping.md	2	lint	SC2154	warning	MIXED	ADD_SUPPRESSION	MEDIUM	fragment references context var defined in prose
07_Control-Flow-and-Compound-Commands/08_Subshell-grouping.md	3	lint	SC1128	error	NEUTRAL	ADD_SUPPRESSION	HIGH	corpus convention places `# scenario:` above shebang
07_Control-Flow-and-Compound-Commands/09_Brace-grouping.md	2	lint	SC1073	error	MIXED	ADD_SUPPRESSION	LOW	shellcheck parser confusion — typically intentional grammar sample
07_Control-Flow-and-Compound-Commands/09_Brace-grouping.md	2	lint	SC1054	error	MIXED	ADD_SUPPRESSION	LOW	shellcheck parser confusion — typically intentional grammar sample
07_Control-Flow-and-Compound-Commands/09_Brace-grouping.md	2	lint	SC1083	warning	MIXED	ADD_SUPPRESSION	LOW	shellcheck parser confusion — typically intentional grammar sample
